lieu,type_lieu,parent_lieu,parent_slug,marque,date_information,prix_paquet_eur,prix_paquet_local,devise_locale_code,devise_locale_nom,prix_moyen_eur_courant,prix_min_eur_courant,prix_max_eur_courant,prix_moyen_local_courant,prix_min_local_courant,prix_max_local_courant,date_derniere_mise_a_jour,annee_page,source_url,source_page_url,source_type
Berkane,ville,Maroc,maroc,Marlboro,2026-04-18,3.5,38,MAD,Dirham marocain,3.5,,,38,,,2026-04-18,2026,https://www.combien-coute.net/cigarette/maroc/berkane/,https://www.combien-coute.net/cigarette/maroc/berkane/,detail
Berrechid,ville,Maroc,maroc,Marlboro,2026-04-14,3.49,38,MAD,Dirham marocain,3.49,3.21,3.95,38,35,43,2026-04-14,2026,https://www.combien-coute.net/cigarette/maroc/berrechid/,https://www.combien-coute.net/cigarette/maroc/berrechid/,detail
Casablanca,ville,Maroc,maroc,Marlboro,2026-04-16,3.67,40,MAD,Dirham marocain,3.67,3.67,3.94,40,40,43,2026-04-16,2026,https://www.combien-coute.net/cigarette/maroc/casablanca/,https://www.combien-coute.net/cigarette/maroc/casablanca/,detail
Chefchaouen,ville,Maroc,maroc,Marlboro,2026-04-16,3.67,40,MAD,Dirham marocain,3.67,3.58,4.59,40,39,50,2026-04-16,2026,https://www.combien-coute.net/cigarette/maroc/chefchaouen/,https://www.combien-coute.net/cigarette/maroc/chefchaouen/,detail
El Jadida,ville,Maroc,maroc,Marlboro,2026-04-23,3.35,36,MAD,Dirham marocain,3.35,2.31,3.7,36,25,40,2026-04-23,2026,https://www.combien-coute.net/cigarette/maroc/el-jadida/,https://www.combien-coute.net/cigarette/maroc/el-jadida/,detail
Errachidia,ville,Maroc,maroc,Marlboro,2017-11-21,2.25,25,MAD,Dirham marocain,2.25,2.25,2.25,25,25,25,2017-11-21,2026,https://www.combien-coute.net/cigarette/maroc/errachidia/,https://www.combien-coute.net/cigarette/maroc/errachidia/,detail
Essaouira,ville,Maroc,maroc,Marlboro,2017-11-21,2.97,33,MAD,Dirham marocain,2.97,,,33,,,2017-11-21,2026,https://www.combien-coute.net/cigarette/maroc/essaouira/,https://www.combien-coute.net/cigarette/maroc/essaouira/,detail
Fès,ville,Maroc,maroc,Marlboro,2026-04-17,3.54,39,MAD,Dirham marocain,3.54,3.22,5.06,39,35,55,2026-04-17,2026,https://www.combien-coute.net/cigarette/maroc/fes/,https://www.combien-coute.net/cigarette/maroc/fes/,detail
Guelmim,ville,Maroc,maroc,Marlboro,2026-04-13,3.69,40,MAD,Dirham marocain,3.69,3.23,4.15,40,35,45,2026-04-13,2026,https://www.combien-coute.net/cigarette/maroc/guelmim/,https://www.combien-coute.net/cigarette/maroc/guelmim/,detail
Khemisset,ville,Maroc,maroc,Marlboro,2026-04-13,3.67,40,MAD,Dirham marocain,3.67,2.91,4.61,40,32,50,2026-04-13,2026,https://www.combien-coute.net/cigarette/maroc/khemisset/,https://www.combien-coute.net/cigarette/maroc/khemisset/,detail
Khouribga,ville,Maroc,maroc,Marlboro,2026-04-13,3.23,35,MAD,Dirham marocain,3.23,2.68,3.78,35,29,41,2026-04-13,2026,https://www.combien-coute.net/cigarette/maroc/khouribga/,https://www.combien-coute.net/cigarette/maroc/khouribga/,detail
Ksar El Kebir,ville,Maroc,maroc,Marlboro,2026-04-13,3.69,40,MAD,Dirham marocain,3.69,3.69,3.97,40,40,43,2026-04-13,2026,https://www.combien-coute.net/cigarette/maroc/ksar-el-kebir/,https://www.combien-coute.net/cigarette/maroc/ksar-el-kebir/,detail
Kénitra,ville,Maroc,maroc,Marlboro,2026-04-13,3.51,38,MAD,Dirham marocain,3.51,3.23,3.69,38,35,40,2026-04-13,2026,https://www.combien-coute.net/cigarette/maroc/kenitra/,https://www.combien-coute.net/cigarette/maroc/kenitra/,detail
Larache,ville,Maroc,maroc,Marlboro,2026-04-13,3.69,40,MAD,Dirham marocain,3.69,3.69,3.97,40,40,43,2026-04-13,2026,https://www.combien-coute.net/cigarette/maroc/larache/,https://www.combien-coute.net/cigarette/maroc/larache/,detail
Marrakech,ville,Maroc,maroc,Marlboro,2026-05-01,3.69,40,MAD,Dirham marocain,3.69,3.23,3.97,40,35,43,2026-05-01,2026,https://www.combien-coute.net/cigarette/maroc/marrakech/,https://www.combien-coute.net/cigarette/maroc/marrakech/,detail
Meknès,ville,Maroc,maroc,Marlboro,2026-04-23,3.51,38,MAD,Dirham marocain,3.51,3.14,4.16,38,34,45,2026-04-23,2026,https://www.combien-coute.net/cigarette/maroc/meknes/,https://www.combien-coute.net/cigarette/maroc/meknes/,detail
Mohammédia,ville,Maroc,maroc,Marlboro,2026-04-14,3.67,40,MAD,Dirham marocain,3.67,3.58,3.95,40,39,43,2026-04-14,2026,https://www.combien-coute.net/cigarette/maroc/mohammedia/,https://www.combien-coute.net/cigarette/maroc/mohammedia/,detail
Nador,ville,Maroc,maroc,Marlboro,2026-04-23,3.42,37,MAD,Dirham marocain,3.42,3.14,3.7,37,34,40,2026-04-23,2026,https://www.combien-coute.net/cigarette/maroc/nador/,https://www.combien-coute.net/cigarette/maroc/nador/,detail
Ouarzazate,ville,Maroc,maroc,Marlboro,2026-04-23,3.7,40,MAD,Dirham marocain,3.7,3.24,3.98,40,35,43,2026-04-23,2026,https://www.combien-coute.net/cigarette/maroc/ouarzazate/,https://www.combien-coute.net/cigarette/maroc/ouarzazate/,detail
Oued Zem,ville,Maroc,maroc,Marlboro,2026-04-13,3.74,41,MAD,Dirham marocain,3.74,3.6,3.83,41,39,42,2026-04-13,2026,https://www.combien-coute.net/cigarette/maroc/oued-zem/,https://www.combien-coute.net/cigarette/maroc/oued-zem/,detail
Oujda,ville,Maroc,maroc,Marlboro,2026-04-24,3.56,39,MAD,Dirham marocain,3.56,3.51,3.6,39,38,39,2026-04-24,2026,https://www.combien-coute.net/cigarette/maroc/oujda/,https://www.combien-coute.net/cigarette/maroc/oujda/,detail
Rabat,ville,Maroc,maroc,Marlboro,2026-04-21,3.73,41,MAD,Dirham marocain,3.73,3.58,3.81,41,39,42,2026-04-21,2026,https://www.combien-coute.net/cigarette/maroc/rabat/,https://www.combien-coute.net/cigarette/maroc/rabat/,detail
Safi,ville,Maroc,maroc,Marlboro,2026-04-24,3.42,37,MAD,Dirham marocain,3.42,3.23,4.16,37,35,45,2026-04-24,2026,https://www.combien-coute.net/cigarette/maroc/safi/,https://www.combien-coute.net/cigarette/maroc/safi/,detail
Settat,ville,Maroc,maroc,Marlboro,2026-04-23,3.7,40,MAD,Dirham marocain,3.7,3.24,3.98,40,35,43,2026-04-23,2026,https://www.combien-coute.net/cigarette/maroc/settat/,https://www.combien-coute.net/cigarette/maroc/settat/,detail
Sidi Slimane,ville,Maroc,maroc,Marlboro,2024-01-31,3.6,39,MAD,Dirham marocain,3.6,2.77,3.69,39,30,40,2024-01-31,2026,https://www.combien-coute.net/cigarette/maroc/sidi-slimane/,https://www.combien-coute.net/cigarette/maroc/sidi-slimane/,detail
Tanger,ville,Maroc,maroc,Marlboro,2026-04-17,3.68,40,MAD,Dirham marocain,3.68,3.58,4.6,40,39,50,2026-04-17,2026,https://www.combien-coute.net/cigarette/maroc/tanger/,https://www.combien-coute.net/cigarette/maroc/tanger/,detail
Taounate,ville,Maroc,maroc,Marlboro,2026-04-13,3.74,41,MAD,Dirham marocain,3.74,3.6,3.83,41,39,42,2026-04-13,2026,https://www.combien-coute.net/cigarette/maroc/taounate/,https://www.combien-coute.net/cigarette/maroc/taounate/,detail
Taza,ville,Maroc,maroc,Marlboro,2026-04-13,3.74,41,MAD,Dirham marocain,3.74,3.6,4.15,41,39,45,2026-04-13,2026,https://www.combien-coute.net/cigarette/maroc/taza/,https://www.combien-coute.net/cigarette/maroc/taza/,detail
Tetouan,ville,Maroc,maroc,Marlboro,2026-04-25,3.41,37,MAD,Dirham marocain,3.41,3.14,3.69,37,34,40,2026-04-25,2026,https://www.combien-coute.net/cigarette/maroc/tetouan/,https://www.combien-coute.net/cigarette/maroc/tetouan/,detail
Tiznit,ville,Maroc,maroc,Marlboro,2026-04-13,3.69,40,MAD,Dirham marocain,3.69,3.23,3.97,40,35,43,2026-04-13,2026,https://www.combien-coute.net/cigarette/maroc/tiznit/,https://www.combien-coute.net/cigarette/maroc/tiznit/,detail
Fort-de-France,ville,Martinique,martinique,Marlboro,2026-04-24,10.6,,,,10.6,10.2,11,,,,2026-04-24,2026,https://www.combien-coute.net/cigarette/martinique/fort-de-france/,https://www.combien-coute.net/cigarette/martinique/fort-de-france/,detail
Nouakchott,ville,Mauritanie,mauritanie,Marlboro,2026-04-17,2.13,100,MRU,Ouguiya,2.13,2.13,2.15,100,100,101,2026-04-17,2026,https://www.combien-coute.net/cigarette/mauritanie/nouakchott/,https://www.combien-coute.net/cigarette/mauritanie/nouakchott/,detail
Acapulco,ville,Mexique,mexique,Marlboro,2026-04-21,7.35,150,MXN,Nouveau Peso mexicain,7.35,,,150,,,2026-04-21,2026,https://www.combien-coute.net/cigarette/mexique/acapulco/,https://www.combien-coute.net/cigarette/mexique/acapulco/,detail
Aguascalientes,ville,Mexique,mexique,Marlboro,2026-04-13,3.93,80,MXN,Nouveau Peso mexicain,3.93,3.93,4.37,80,80,89,2026-04-13,2026,https://www.combien-coute.net/cigarette/mexique/aguascalientes/,https://www.combien-coute.net/cigarette/mexique/aguascalientes/,detail
Campeche,ville,Mexique,mexique,Marlboro,2017-11-21,2.06,46,MXN,Nouveau Peso mexicain,2.06,2.06,2.06,46,46,46,2017-11-21,2026,https://www.combien-coute.net/cigarette/mexique/campeche/,https://www.combien-coute.net/cigarette/mexique/campeche/,detail
Cancún,ville,Mexique,mexique,Marlboro,2026-04-18,3.83,78,MXN,Nouveau Peso mexicain,3.83,3.43,3.93,78,70,80,2026-04-18,2026,https://www.combien-coute.net/cigarette/mexique/cancun/,https://www.combien-coute.net/cigarette/mexique/cancun/,detail
Chihuahua,ville,Mexique,mexique,Marlboro,2026-04-22,3.93,80,MXN,Nouveau Peso mexicain,3.93,3.44,3.93,80,70,80,2026-04-22,2026,https://www.combien-coute.net/cigarette/mexique/chihuahua/,https://www.combien-coute.net/cigarette/mexique/chihuahua/,detail
Ciudad Victoria,ville,Mexique,mexique,Marlboro,2026-04-13,4.09,83,MXN,Nouveau Peso mexicain,4.09,3.93,5.9,83,80,120,2026-04-13,2026,https://www.combien-coute.net/cigarette/mexique/ciudad-victoria/,https://www.combien-coute.net/cigarette/mexique/ciudad-victoria/,detail
Ciudad del Carmen,ville,Mexique,mexique,Marlboro,2024-05-04,5.49,100,MXN,Nouveau Peso mexicain,5.49,,,100,,,2024-05-04,2026,https://www.combien-coute.net/cigarette/mexique/ciudad-del-carmen/,https://www.combien-coute.net/cigarette/mexique/ciudad-del-carmen/,detail
Coatzacoalcos,ville,Mexique,mexique,Marlboro,2024-02-01,5.39,100,MXN,Nouveau Peso mexicain,5.39,5.39,5.39,100,100,100,2024-02-01,2026,https://www.combien-coute.net/cigarette/mexique/coatzacoalcos/,https://www.combien-coute.net/cigarette/mexique/coatzacoalcos/,detail
Colima,ville,Mexique,mexique,Marlboro,2026-04-13,3.32,67,MXN,Nouveau Peso mexicain,3.32,3.19,7.37,67,65,150,2026-04-13,2026,https://www.combien-coute.net/cigarette/mexique/colima/,https://www.combien-coute.net/cigarette/mexique/colima/,detail
Cozumel,ville,Mexique,mexique,Marlboro,2026-05-01,3.93,81,MXN,Nouveau Peso mexicain,3.93,3.42,4.78,81,70,98,2026-05-01,2026,https://www.combien-coute.net/cigarette/mexique/cozumel/,https://www.combien-coute.net/cigarette/mexique/cozumel/,detail
Durango,ville,Mexique,mexique,Marlboro,2026-04-18,3.31,67,MXN,Nouveau Peso mexicain,3.31,2.94,3.68,67,60,75,2026-04-18,2026,https://www.combien-coute.net/cigarette/mexique/durango/,https://www.combien-coute.net/cigarette/mexique/durango/,detail
Ensenada,ville,Mexique,mexique,Marlboro,2026-04-13,3.69,75,MXN,Nouveau Peso mexicain,3.69,3.4,4.03,75,69,82,2026-04-13,2026,https://www.combien-coute.net/cigarette/mexique/ensenada/,https://www.combien-coute.net/cigarette/mexique/ensenada/,detail
Guadalajara,ville,Mexique,mexique,Marlboro,2026-04-19,4.2,86,MXN,Nouveau Peso mexicain,4.2,3.93,5.35,86,80,109,2026-04-19,2026,https://www.combien-coute.net/cigarette/mexique/guadalajara/,https://www.combien-coute.net/cigarette/mexique/guadalajara/,detail
Hermosillo,ville,Mexique,mexique,Marlboro,2026-04-13,3.93,80,MXN,Nouveau Peso mexicain,3.93,3.69,4.18,80,75,85,2026-04-13,2026,https://www.combien-coute.net/cigarette/mexique/hermosillo/,https://www.combien-coute.net/cigarette/mexique/hermosillo/,detail
Isla Mujeres,ville,Mexique,mexique,Marlboro,2024-08-27,3.61,78,MXN,Nouveau Peso mexicain,3.61,3.17,3.96,78,68,85,2024-08-27,2026,https://www.combien-coute.net/cigarette/mexique/isla-mujeres/,https://www.combien-coute.net/cigarette/mexique/isla-mujeres/,detail
La Paz (Basse Californie du Sud),ville,Mexique,mexique,Marlboro,2017-11-21,1.83,15,MXN,Nouveau Peso mexicain,1.83,1.22,2.19,15,10,18,2017-11-21,2026,https://www.combien-coute.net/cigarette/mexique/la-paz-basse-californie-du-sud/,https://www.combien-coute.net/cigarette/mexique/la-paz-basse-californie-du-sud/,detail
Manzanillo,ville,Mexique,mexique,Marlboro,2026-04-13,5.06,103,MXN,Nouveau Peso mexicain,5.06,4.92,7.37,103,100,150,2026-04-13,2026,https://www.combien-coute.net/cigarette/mexique/manzanillo/,https://www.combien-coute.net/cigarette/mexique/manzanillo/,detail
Mexico,ville,Mexique,mexique,Marlboro,2026-04-18,4.27,87,MXN,Nouveau Peso mexicain,4.27,3.93,5.89,87,80,120,2026-04-18,2026,https://www.combien-coute.net/cigarette/mexique/mexico/,https://www.combien-coute.net/cigarette/mexique/mexico/,detail
Monclova,ville,Mexique,mexique,Marlboro,2026-04-14,4.09,83,MXN,Nouveau Peso mexicain,4.09,3.93,5.9,83,80,120,2026-04-14,2026,https://www.combien-coute.net/cigarette/mexique/monclova/,https://www.combien-coute.net/cigarette/mexique/monclova/,detail
Monterrey,ville,Mexique,mexique,Marlboro,2026-04-14,4.09,83,MXN,Nouveau Peso mexicain,4.09,3.93,5.9,83,80,120,2026-04-14,2026,https://www.combien-coute.net/cigarette/mexique/monterrey/,https://www.combien-coute.net/cigarette/mexique/monterrey/,detail
Morelia,ville,Mexique,mexique,Marlboro,2026-04-13,3.48,71,MXN,Nouveau Peso mexicain,3.48,2.79,5.36,71,57,109,2026-04-13,2026,https://www.combien-coute.net/cigarette/mexique/morelia/,https://www.combien-coute.net/cigarette/mexique/morelia/,detail
Mérida (Yucatan),ville,Mexique,mexique,Marlboro,2026-04-14,3.95,80,MXN,Nouveau Peso mexicain,3.95,3.44,4.81,80,70,98,2026-04-14,2026,https://www.combien-coute.net/cigarette/mexique/merida-yucatan/,https://www.combien-coute.net/cigarette/mexique/merida-yucatan/,detail
Nuevo Casas Grandes,ville,Mexique,mexique,Marlboro,2025-12-12,3.78,80,MXN,Nouveau Peso mexicain,3.78,3.3,3.78,80,70,80,2025-12-12,2026,https://www.combien-coute.net/cigarette/mexique/nuevo-casas-grandes/,https://www.combien-coute.net/cigarette/mexique/nuevo-casas-grandes/,detail
Nuevo Laredo,ville,Mexique,mexique,Marlboro,2024-11-27,3.43,74,MXN,Nouveau Peso mexicain,3.43,,,74,,,2024-11-27,2026,https://www.combien-coute.net/cigarette/mexique/nuevo-laredo/,https://www.combien-coute.net/cigarette/mexique/nuevo-laredo/,detail
Pachuca,ville,Mexique,mexique,Marlboro,2025-11-24,3.76,80,MXN,Nouveau Peso mexicain,3.76,3.53,7.06,80,75,150,2025-11-24,2026,https://www.combien-coute.net/cigarette/mexique/pachuca/,https://www.combien-coute.net/cigarette/mexique/pachuca/,detail
Playa del Carmen,ville,Mexique,mexique,Marlboro,2026-04-24,3.83,78,MXN,Nouveau Peso mexicain,3.83,3.44,3.93,78,70,80,2026-04-24,2026,https://www.combien-coute.net/cigarette/mexique/playa-del-carmen/,https://www.combien-coute.net/cigarette/mexique/playa-del-carmen/,detail
Puebla,ville,Mexique,mexique,Marlboro,2026-04-20,4.66,95,MXN,Nouveau Peso mexicain,4.66,3.93,5.16,95,80,105,2026-04-20,2026,https://www.combien-coute.net/cigarette/mexique/puebla/,https://www.combien-coute.net/cigarette/mexique/puebla/,detail
Puerto Escondido,ville,Mexique,mexique,Marlboro,2026-04-13,4.92,100,MXN,Nouveau Peso mexicain,4.92,,,100,,,2026-04-13,2026,https://www.combien-coute.net/cigarette/mexique/puerto-escondido/,https://www.combien-coute.net/cigarette/mexique/puerto-escondido/,detail
Puerto Vallarta,ville,Mexique,mexique,Marlboro,2026-05-01,3.85,79,MXN,Nouveau Peso mexicain,3.85,3.66,3.9,79,75,80,2026-05-01,2026,https://www.combien-coute.net/cigarette/mexique/puerto-vallarta/,https://www.combien-coute.net/cigarette/mexique/puerto-vallarta/,detail
Reynosa,ville,Mexique,mexique,Marlboro,2026-04-13,3.44,70,MXN,Nouveau Peso mexicain,3.44,2.95,3.93,70,60,80,2026-04-13,2026,https://www.combien-coute.net/cigarette/mexique/reynosa/,https://www.combien-coute.net/cigarette/mexique/reynosa/,detail
Riviera Maya,ville,Mexique,mexique,Marlboro,2026-05-01,3.81,78,MXN,Nouveau Peso mexicain,3.81,3.42,3.9,78,70,80,2026-05-01,2026,https://www.combien-coute.net/cigarette/mexique/riviera-maya/,https://www.combien-coute.net/cigarette/mexique/riviera-maya/,detail
Rosarito,ville,Mexique,mexique,Marlboro,2026-04-14,3.93,80,MXN,Nouveau Peso mexicain,3.93,3.42,4.03,80,70,82,2026-04-14,2026,https://www.combien-coute.net/cigarette/mexique/rosarito/,https://www.combien-coute.net/cigarette/mexique/rosarito/,detail
Saltillo,ville,Mexique,mexique,Marlboro,2026-04-13,3.93,80,MXN,Nouveau Peso mexicain,3.93,3.93,4.72,80,80,96,2026-04-13,2026,https://www.combien-coute.net/cigarette/mexique/saltillo/,https://www.combien-coute.net/cigarette/mexique/saltillo/,detail
Tampico,ville,Mexique,mexique,Marlboro,2026-04-14,4.32,88,MXN,Nouveau Peso mexicain,4.32,,,88,,,2026-04-14,2026,https://www.combien-coute.net/cigarette/mexique/tampico/,https://www.combien-coute.net/cigarette/mexique/tampico/,detail
Tapachula,ville,Mexique,mexique,Marlboro,2024-04-21,4.11,75,MXN,Nouveau Peso mexicain,4.11,,,75,,,2024-04-21,2026,https://www.combien-coute.net/cigarette/mexique/tapachula/,https://www.combien-coute.net/cigarette/mexique/tapachula/,detail
Tepic,ville,Mexique,mexique,Marlboro,2026-04-13,3.93,80,MXN,Nouveau Peso mexicain,3.93,3.93,5.36,80,80,109,2026-04-13,2026,https://www.combien-coute.net/cigarette/mexique/tepic/,https://www.combien-coute.net/cigarette/mexique/tepic/,detail
Tijuana,ville,Mexique,mexique,Marlboro,2026-04-14,3.93,80,MXN,Nouveau Peso mexicain,3.93,3.4,4.03,80,69,82,2026-04-14,2026,https://www.combien-coute.net/cigarette/mexique/tijuana/,https://www.combien-coute.net/cigarette/mexique/tijuana/,detail
Tulum,ville,Mexique,mexique,Marlboro,2026-04-24,3.95,80,MXN,Nouveau Peso mexicain,3.95,3.44,4.81,80,70,98,2026-04-24,2026,https://www.combien-coute.net/cigarette/mexique/tulum/,https://www.combien-coute.net/cigarette/mexique/tulum/,detail
Tuxpan,ville,Mexique,mexique,Marlboro,2024-02-03,3.77,70,MXN,Nouveau Peso mexicain,3.77,3.23,4.04,70,60,75,2024-02-03,2026,https://www.combien-coute.net/cigarette/mexique/tuxpan/,https://www.combien-coute.net/cigarette/mexique/tuxpan/,detail
Veracruz,ville,Mexique,mexique,Marlboro,2026-04-13,3.93,80,MXN,Nouveau Peso mexicain,3.93,1.97,5.16,80,40,105,2026-04-13,2026,https://www.combien-coute.net/cigarette/mexique/veracruz/,https://www.combien-coute.net/cigarette/mexique/veracruz/,detail
Villahermosa,ville,Mexique,mexique,Marlboro,2026-04-13,5.9,120,MXN,Nouveau Peso mexicain,5.9,,,120,,,2026-04-13,2026,https://www.combien-coute.net/cigarette/mexique/villahermosa/,https://www.combien-coute.net/cigarette/mexique/villahermosa/,detail
Castres,ville,Midi-Toulousain,midi-toulousain,Marlboro,2026-05-01,11.75,,,,11.75,11,14,,,,2026-05-01,2026,https://www.combien-coute.net/cigarette/midi-toulousain/castres/,https://www.combien-coute.net/cigarette/midi-toulousain/castres/,detail
Fumel,ville,Midi-Toulousain,midi-toulousain,Marlboro,2026-04-17,11.75,,,,11.75,11,14,,,,2026-04-17,2026,https://www.combien-coute.net/cigarette/midi-toulousain/fumel/,https://www.combien-coute.net/cigarette/midi-toulousain/fumel/,detail
Toulouse (Haute-Garonne),ville,Midi-Toulousain,midi-toulousain,Marlboro,2026-04-25,12.49,,,,12.49,12.48,12.5,,,,2026-04-25,2026,https://www.combien-coute.net/cigarette/midi-toulousain/toulouse/,https://www.combien-coute.net/cigarette/midi-toulousain/toulouse/,detail
Villeneuve-sur-Lot,ville,Midi-Toulousain,midi-toulousain,Marlboro,2026-04-27,12.49,,,,12.49,12.48,12.5,,,,2026-04-27,2026,https://www.combien-coute.net/cigarette/midi-toulousain/villeneuve-sur-lot/,https://www.combien-coute.net/cigarette/midi-toulousain/villeneuve-sur-lot/,detail
Balti,ville,Moldavie,moldavie,Marlboro,2026-04-13,2.87,58,MDL,Leu,2.87,2.74,2.99,58,55,60,2026-04-13,2026,https://www.combien-coute.net/cigarette/moldavie/balti/,https://www.combien-coute.net/cigarette/moldavie/balti/,detail
Briceni,ville,Moldavie,moldavie,Marlboro,2025-12-12,2.88,57,MDL,Leu,2.88,2.5,3.76,57,49,74,2025-12-12,2026,https://www.combien-coute.net/cigarette/moldavie/briceni/,https://www.combien-coute.net/cigarette/moldavie/briceni/,detail
Cahul,ville,Moldavie,moldavie,Marlboro,2025-12-12,2.88,57,MDL,Leu,2.88,2.5,3.76,57,49,74,2025-12-12,2026,https://www.combien-coute.net/cigarette/moldavie/cahul/,https://www.combien-coute.net/cigarette/moldavie/cahul/,detail
Cantemir,ville,Moldavie,moldavie,Marlboro,2025-12-11,2.9,57,MDL,Leu,2.9,2.52,3.79,57,50,75,2025-12-11,2026,https://www.combien-coute.net/cigarette/moldavie/cantemir/,https://www.combien-coute.net/cigarette/moldavie/cantemir/,detail
Chisinau,ville,Moldavie,moldavie,Marlboro,2026-04-21,2.97,60,MDL,Leu,2.97,2.67,3.72,60,54,75,2026-04-21,2026,https://www.combien-coute.net/cigarette/moldavie/chisinau/,https://www.combien-coute.net/cigarette/moldavie/chisinau/,detail
Comrat,ville,Moldavie,moldavie,Marlboro,2026-01-01,2.92,58,MDL,Leu,2.92,2.54,3.81,58,50,75,2026-01-01,2026,https://www.combien-coute.net/cigarette/moldavie/comrat/,https://www.combien-coute.net/cigarette/moldavie/comrat/,detail
Drochia,ville,Moldavie,moldavie,Marlboro,2022-01-01,1.74,35,MDL,Leu,1.74,1.74,1.74,35,35,35,2022-01-01,2026,https://www.combien-coute.net/cigarette/moldavie/drochia/,https://www.combien-coute.net/cigarette/moldavie/drochia/,detail
Glodeni,ville,Moldavie,moldavie,Marlboro,2026-01-01,2.92,58,MDL,Leu,2.92,2.54,3.81,58,50,75,2026-01-01,2026,https://www.combien-coute.net/cigarette/moldavie/glodeni/,https://www.combien-coute.net/cigarette/moldavie/glodeni/,detail
Nisporeni,ville,Moldavie,moldavie,Marlboro,2026-01-01,2.92,58,MDL,Leu,2.92,2.54,3.81,58,50,75,2026-01-01,2026,https://www.combien-coute.net/cigarette/moldavie/nisporeni/,https://www.combien-coute.net/cigarette/moldavie/nisporeni/,detail
Orhei,ville,Moldavie,moldavie,Marlboro,2026-01-01,2.92,58,MDL,Leu,2.92,2.54,3.81,58,50,75,2026-01-01,2026,https://www.combien-coute.net/cigarette/moldavie/orhei/,https://www.combien-coute.net/cigarette/moldavie/orhei/,detail
Soroca,ville,Moldavie,moldavie,Marlboro,2026-01-01,2.92,58,MDL,Leu,2.92,2.54,3.81,58,50,75,2026-01-01,2026,https://www.combien-coute.net/cigarette/moldavie/soroca/,https://www.combien-coute.net/cigarette/moldavie/soroca/,detail
Taraclia,ville,Moldavie,moldavie,Marlboro,2024-11-04,2.31,45,MDL,Leu,2.31,,,45,,,2024-11-04,2026,https://www.combien-coute.net/cigarette/moldavie/taraclia/,https://www.combien-coute.net/cigarette/moldavie/taraclia/,detail
Tiraspol,ville,Moldavie,moldavie,Marlboro,2026-04-13,2.99,60,MDL,Leu,2.99,2.69,3.74,60,54,75,2026-04-13,2026,https://www.combien-coute.net/cigarette/moldavie/tiraspol/,https://www.combien-coute.net/cigarette/moldavie/tiraspol/,detail
Ungheni,ville,Moldavie,moldavie,Marlboro,2026-04-13,2.99,60,MDL,Leu,2.99,2.99,2.99,60,60,60,2026-04-13,2026,https://www.combien-coute.net/cigarette/moldavie/ungheni/,https://www.combien-coute.net/cigarette/moldavie/ungheni/,detail
Vulcanesti,ville,Moldavie,moldavie,Marlboro,2024-11-27,3.04,58,MDL,Leu,3.04,,,58,,,2024-11-27,2026,https://www.combien-coute.net/cigarette/moldavie/vulcanesti/,https://www.combien-coute.net/cigarette/moldavie/vulcanesti/,detail
Choyr,ville,Mongolie,mongolie,Marlboro,2026-04-13,1.32,5541,₮ (MNT),Tugrik,1.32,1.2,1.56,5541,5037,6548,2026-04-13,2026,https://www.combien-coute.net/cigarette/mongolie/choyr/,https://www.combien-coute.net/cigarette/mongolie/choyr/,detail
Oulan-Bator,ville,Mongolie,mongolie,Marlboro,2026-04-29,1.53,6396,₮ (MNT),Tugrik,1.53,1.2,1.67,6396,5016,6981,2026-04-29,2026,https://www.combien-coute.net/cigarette/mongolie/oulan-bator/,https://www.combien-coute.net/cigarette/mongolie/oulan-bator/,detail
Bar,ville,Monténégro,montenegro,Marlboro,2026-04-25,4,,,,4,3.25,5,,,,2026-04-25,2026,https://www.combien-coute.net/cigarette/montenegro/bar/,https://www.combien-coute.net/cigarette/montenegro/bar/,detail
Budva,ville,Monténégro,montenegro,Marlboro,2026-04-24,3.7,,,,3.7,3.3,4,,,,2026-04-24,2026,https://www.combien-coute.net/cigarette/montenegro/budva/,https://www.combien-coute.net/cigarette/montenegro/budva/,detail
Cetinje,ville,Monténégro,montenegro,Marlboro,2026-04-25,3.5,,,,3.5,3,4,,,,2026-04-25,2026,https://www.combien-coute.net/cigarette/montenegro/cetinje/,https://www.combien-coute.net/cigarette/montenegro/cetinje/,detail
Danilovgrad,ville,Monténégro,montenegro,Marlboro,2026-04-14,3.5,,,,3.5,3,4,,,,2026-04-14,2026,https://www.combien-coute.net/cigarette/montenegro/danilovgrad/,https://www.combien-coute.net/cigarette/montenegro/danilovgrad/,detail
Herceg Novi,ville,Monténégro,montenegro,Marlboro,2026-04-24,3.5,,,,3.5,3,4,,,,2026-04-24,2026,https://www.combien-coute.net/cigarette/montenegro/herceg-novi/,https://www.combien-coute.net/cigarette/montenegro/herceg-novi/,detail
Kotor,ville,Monténégro,montenegro,Marlboro,2026-04-21,3.7,,,,3.7,3.3,4,,,,2026-04-21,2026,https://www.combien-coute.net/cigarette/montenegro/kotor/,https://www.combien-coute.net/cigarette/montenegro/kotor/,detail
Podgorica,ville,Monténégro,montenegro,Marlboro,2025-11-24,3.7,,,,3.7,3.3,4,,,,2025-11-24,2026,https://www.combien-coute.net/cigarette/montenegro/podgorica/,https://www.combien-coute.net/cigarette/montenegro/podgorica/,detail
